,r,p,y,ar,ap,ay,e,ae,Q,R
0,-0.0012,0.0113,-0.497,0.0,0.0,-0.5,0.0051666666666666675,0.015500000000000002,,
1,0.0002,0.001,-0.494,0.0,0.0,-0.5,0.0024000000000000015,0.007200000000000005,,
2,0.0001,0.0069,-0.4984,0.0,0.0,-0.5,0.002866666666666663,0.00859999999999999,,
3,0.0003,0.004,-0.492,0.0,0.0,-0.5,0.004100000000000002,0.012300000000000007,,
4,0.0001,0.0062,-0.4974,0.0,0.0,-0.5,0.002966666666666664,0.008899999999999991,,
5,-0.002,0.0073,-0.5006,0.0,0.0,-0.5,0.0033000000000000147,0.009900000000000044,,
6,0.0011,0.0009,-0.5002,0.0,0.0,-0.5,0.000733333333333326,0.002199999999999978,,
7,-0.0008,0.0005,-0.4957,0.0,0.0,-0.5,0.0018666666666666753,0.005600000000000026,,
8,-0.0009,0.0073,-0.4984,0.0,0.0,-0.5,0.003266666666666664,0.009799999999999991,,
9,-0.0006,-0.0054,-0.4974,0.0,0.0,-0.5,0.0028666666666666636,0.008599999999999991,,
10,0.0,0.0029,-0.4972,0.0,0.0,-0.5,0.0019000000000000082,0.0057000000000000245,,
11,-0.0001,-0.0047,-0.4942,0.0,0.0,-0.5,0.0035333333333333427,0.010600000000000028,,
12,0.0,0.0034,-0.4978,0.0,0.0,-0.5,0.00186666666666666,0.00559999999999998,,
13,0.0014,-0.0018,-0.497,0.0,0.0,-0.5,0.0020666666666666676,0.006200000000000002,,
14,0.0018,-0.0017,-0.4942,0.0,0.0,-0.5,0.003100000000000009,0.009300000000000027,,
15,0.0013,-0.005,-0.4984,0.0,0.0,-0.5,0.00263333333333333,0.00789999999999999,,
16,0.0001,-0.0059,-0.4978,0.0,0.0,-0.5,0.0027333333333333268,0.00819999999999998,,
17,0.0009,0.0015,-0.5013,0.0,0.0,-0.5,0.0012333333333333226,0.003699999999999968,,
18,0.002,-0.0051,-0.495,0.0,0.0,-0.5,0.004033333333333335,0.012100000000000005,,
19,-0.0004,-0.008,-0.4985,0.0,0.0,-0.5,0.0033000000000000004,0.0099,,
